一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
系统操作,在线缴费,,公众号上的用气数据多久更新一次？,物联网表用户每日用气数据一般在次日凌晨自动上传更新延迟不超过24小时。IC卡表用户只能在充值时更新数据不能每日查看。如超过2天没有更新数据可能是表具信号问题可长按表具红键3-5秒主动上传或联系客服核查。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
安全用气,用气常识,,APP操作-用量查询-常见问题1：我想要了解APP操作中关于用量查询方面的详细信息，请问有什么需要注意的？,关于APP操作用量查询方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-用量查询-常见问题2：我想要了解APP操作中关于用量查询方面的详细信息，请问有什么需要注意的？,关于APP操作用量查询方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-用量查询-常见问题3：我想要了解APP操作中关于用量查询方面的详细信息，请问有什么需要注意的？,关于APP操作用量查询方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
气费管理,缴费方式,,微信公众号怎么查看每日用气量和用气趋势？,查看每日用气量步骤：进入微信公众号衡阳天然气-我的-用量查询；页面展示近30天每日用气量柱状图（物联网表用户）；可切换查看近6个月月用气量统计；显示当前阶梯气量使用进度（如第一阶梯已用180/360立方米）；可与去年同期用气量做对比。根据用气趋势可以了解家庭用气习惯发现异常用量及时排查。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
安全用气,用气常识,,APP操作-电子发票-常见问题1：我想要了解APP操作中关于电子发票方面的详细信息，请问有什么需要注意的？,关于APP操作电子发票方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-电子发票-常见问题2：我想要了解APP操作中关于电子发票方面的详细信息，请问有什么需要注意的？,关于APP操作电子发票方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-电子发票-常见问题3：我想要了解APP操作中关于电子发票方面的详细信息，请问有什么需要注意的？,关于APP操作电子发票方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-通知设置-常见问题1：我想要了解APP操作中关于通知设置方面的详细信息，请问有什么需要注意的？,关于APP操作通知设置方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-通知设置-常见问题2：我想要了解APP操作中关于通知设置方面的详细信息，请问有什么需要注意的？,关于APP操作通知设置方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,APP操作-通知设置-常见问题3：我想要了解APP操作中关于通知设置方面的详细信息，请问有什么需要注意的？,关于APP操作通知设置方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
系统操作,在线缴费,,怎么设置燃气费余额不足自动提醒？,设置余额预警步骤：进入微信公众号衡阳天然气-我的-消息订阅；打开账单提醒和余额预警两个开关；系统默认余额低于10立方米时自动推送微信模板消息提醒；也可同时绑定手机短信提醒作为双保险。设置后每当新账单生成临近缴费期限余额不足时系统都会自动通知您。提醒功能完全免费建议所有用户开启。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
气费管理,缴费方式,,微信公众号会推送哪些消息？可以关闭吗？,衡阳天然气公众号推送的消息类型包括：账单生成通知、缴费到期提醒、余额不足预警、停气计划公告、安检预约提醒、安全用气提示等。您可以进入我的-消息订阅选择性地开启或关闭各类消息通知。但建议至少保留账单提醒和停气通知这两类消息以免影响正常用气。消息推送完全免费不会产生任何费用。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
系统操作,在线缴费,,为什么收不到燃气公司的短信通知？,可能原因：手机号码已变更未更新；短信被安全软件拦截；运营商网络延迟；账户余额充足时不会频繁发送。建议同时开启微信公众号消息提醒作为双重保障。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
气费管理,欠费处理,,为什么朋友收到了停气通知但我没有？,可能原因：您的户号未绑定微信公众号因此收不到推送；您绑定的手机号已变更未更新；您的户号在本次停气影响范围之外。建议绑定微信公众号并开启消息通知以保证接收重要信息。,衡阳市天然气有限责任公司,衡阳天然气公司线上服务指南,,,,低,,
政策咨询,法律法规,,《城镇燃气管理条例》对居民用户有什么要求？,《城镇燃气管理条例》对居民用户的核心要求：遵守安全用气规则使用合格的燃气燃烧器具；不得擅自操作公用燃气阀门；不得将燃气管道作为负重支架或接地引线；不得安装改装拆除户内燃气设施和燃气计量装置；不得在不具备安全条件的场所使用储存燃气；不得盗用燃气；不得改变燃气用途或转供燃气；应当配合燃气经营者的安全检查活动。违反上述规定可被处1000元以下罚款造成损失的依法赔偿。,国家级法规,《城镇燃气管理条例》第二十七条第二十八条第四十九条,,,,高,,
安全用气,设施保护,,管道燃气经营者对哪些设施负责维护？,根据《城镇燃气管理条例》第十九条管道燃气经营者对其供气范围内的市政燃气设施、建筑区划内业主专有部分以外的燃气设施承担运行、维护、抢修和更新改造的责任。通俗解释：表前部分（燃气引入管表前阀燃气表本身）由燃气公司负责免费维护；表后部分（灶前阀连接软管灶具热水器壁挂炉等）属于用户自有设施由用户自行维护或委托有资质的企业维修。,国家级法规,《城镇燃气管理条例》第十九条,,,,中,,
政策咨询,法律法规,,未取得燃气经营许可证从事燃气经营有什么后果？,根据《城镇燃气管理条例》第四十四条未取得燃气经营许可证从事燃气经营活动的由燃气管理部门责令停止违法行为处5万元以上50万元以下罚款；有违法所得的没收违法所得；构成犯罪的依法追究刑事责任。燃气经营者不按照许可证规定从事经营活动的处3万元以上20万元以下罚款情节严重的吊销许可证。,国家级法规,《城镇燃气管理条例》第四十四条,,,,高,,
投诉建议,施工投诉,,在燃气设施保护范围内进行施工需要什么手续？,根据《城镇燃气管理条例》第三十四条在燃气设施保护范围内从事敷设管道打桩顶进挖掘钻探等可能影响燃气设施安全活动的作业单位应当与燃气经营者共同制定燃气设施保护方案并采取相应的安全保护措施。作业前应当查明施工范围内燃气管线情况通知燃气企业派员现场监护指导。未制定保护方案或未采取保护措施擅自施工造成燃气管道损坏的须承担法律责任并赔偿损失。,国家级法规,《城镇燃气管理条例》第三十四条,,,,高,,
气费管理,欠费处理,,燃气经营者可以随意停气吗？,不可以随意停气。根据《城镇燃气管理条例》燃气经营者只有在以下情况下可以中止供气：因施工检修等原因临时停气须提前48小时公告或通知用户；用户欠费经催缴仍不支付须在缴费期限届满后按法定程序催缴30日后仍未缴清的方可中止；用户存在重大安全隐患且拒不整改；发生燃气泄漏火灾等紧急情况需立即停气抢险。除紧急情况外均须提前告知。未经告知擅自停气的用户可投诉。,国家级法规,《城镇燃气管理条例》第十八条第十九条,,,,高,,
政策咨询,法律法规,,燃气用户擅自改装燃气管道有什么法律后果？,擅自安装改装拆除户内燃气设施和燃气计量装置属于违法行为。根据《城镇燃气管理条例》第四十九条由燃气管理部门责令限期改正逾期不改正的对单位处10万元以下罚款对个人处1000元以下罚款；造成损失的依法承担赔偿责任；构成犯罪的依法追究刑事责任。湖南省还规定擅自安装改装迁移管道燃气设施的燃气管理部门可责令限期改正并处罚款。请一定通过正规渠道由持有资质的人员操作。,湖南省地方法规,《城镇燃气管理条例》第四十九条；《湖南省燃气管理条例》第三十三条,,,,高,,
政策咨询,法律法规,,国家对燃气燃烧器具的判废年限有什么规定？,根据《家用燃气燃烧器具安全管理规则》（GB 17905-2008）：家用燃气灶自售出之日起判废年限为8年；天然气/液化气燃气热水器判废年限为8年（人工煤气热水器为6年）；燃气采暖炉判废年限为8年。超期使用存在严重安全隐患：设备内部管路和密封件老化可能导致燃气泄漏；燃烧效率大幅下降可能产生一氧化碳；安全保护装置失效增加事故风险。超期设备必须强制报废更换不得继续使用。,国家级法规,GB 17905-2008《家用燃气燃烧器具安全管理规则》,,,,高,,
气费管理,收费标准,,居民燃气价格是怎么制定的？,居民管道天然气销售价格属于政府定价。制定流程：燃气公司根据上游购气成本和运营成本提出调价申请；市发改委委托第三方审计机构进行成本监审；召开价格听证会；市政府审议批准后由市发改委发文公布执行。,国家级法规,《价格法》,,,,低,,
政策咨询,法律法规,,国家为什么推广天然气替代液化气和煤？,天然气相比液化石油气和煤的优势：清洁环保燃烧几乎不产生二氧化硫和粉尘碳排放比煤少约60%；安全天然气比空气轻泄漏后向上散逸不易在地面聚集；经济管道天然气免去换罐麻烦价格相对稳定。,国家级法规,《大气污染防治法》,,,,低,,
安全用气,设施保护,,发现破坏燃气管道的违法行为怎么举报？,发现破坏燃气管道请立即：拨打衡阳天然气24小时抢修电话0734-8677777；同时拨打110报警；拨打12345政务服务热线举报；向衡阳市住建局燃气管理办公室举报。,国家级法规,《城镇燃气管理条例》第三十六条,,,,高,,
政策咨询,法律法规,,燃气事故发生后责任怎么划分？,燃气安全事故经调查确定为责任事故的应当查明原因明确责任：因燃气经营者未履行责任的由燃气经营者承担；因用户违反安全规定的由用户承担；因第三方施工破坏的由施工单位承担；因器具质量问题的由生产者或销售者承担。,国家级法规,《城镇燃气管理条例》第四十三条,,,,高,,
安全用气,用气常识,,安全生产法对餐饮行业有什么燃气安全要求？,餐饮等行业的生产经营单位使用燃气的应当安装可燃气体报警装置并保障其正常使用。报警器须与事故排风机及燃气切断阀连锁联动；每年至少校准一次；已纳入消防开业前检查必查项。,国家级法规,《安全生产法》第三十三条,,,,高,,
政策咨询,法律法规,,燃气经营许可证有效期多久？如何续期？,湖南省规定燃气经营许可证有效期为5年。届满需要继续经营的应当在届满90日前向原发证机关提出续期申请。发证机关对安全条件进行审查符合的予以续期。,湖南省地方法规,《城镇燃气管理条例》第十五条,,,,中,,
政策咨询,行业标准,,国家对燃气供气质量有什么标准？,管道天然气质量应当符合国家标准GB 17820的要求。主要指标包括热值（高位发热量不低于31.4MJ/立方米）、硫含量、水露点等。用户如怀疑燃气质量有问题可拨打12315反映。,国家级法规,GB 17820,,,,低,,
政策咨询,法律法规,,燃气发展专项规划由谁编制？,县级以上地方人民政府燃气管理部门会同有关部门编制本行政区域的燃气发展专项规划报本级政府批准后实施。规划内容包括燃气气源种类、供应方式和规模、设施布局和建设时序、设施保护范围、供应保障和安全保障措施等。,国家级法规,《城镇燃气管理条例》第八条第九条,,,,低,,
政策咨询,法律法规,,国家对燃气燃烧器具判废年限有什么规定？,根据GB 17905-2008家用燃气灶判废年限为8年；天然气/液化气热水器为8年；人工煤气热水器为6年；燃气采暖炉为8年。超期使用存在泄露、一氧化碳中毒、安全装置失效等严重安全隐患必须强制报废更换。,国家级法规,GB 17905-2008,,,,高,,
政策咨询,法律法规,,国家为什么要制定城镇燃气管理条例？,城镇燃气管理条例的立法目的：加强城镇燃气管理，保障燃气供应，防止和减少燃气安全事故，保障人民生命财产安全和公共安全，维护燃气经营者和燃气用户的合法权益，促进燃气事业健康发展。,国家级法规,《城镇燃气管理条例》第一条,,,,中,,
政策咨询,法律法规,,城镇燃气管理条例适用的范围是什么？,条例适用于城镇燃气发展规划与应急保障、燃气经营与服务、燃气使用、燃气设施保护、燃气安全事故预防与处理及相关管理活动。天然气液化石油气的生产和进口、城市门站以外的天然气管道输送、燃气作为工业原料使用不适用本条例。,国家级法规,《城镇燃气管理条例》第二条,,,,低,,
政策咨询,法律法规,,燃气经营许可证由哪个部门颁发？,符合条件的燃气经营企业由县级以上地方人民政府燃气管理部门核发燃气经营许可证。申请人凭许可证到工商行政管理部门办理注册登记后方可从事燃气经营活动。,国家级法规,《城镇燃气管理条例》第十五条,,,,中,,
政策咨询,法律法规,,国家对瓶装燃气经营有什么特殊规定？,个人从事瓶装燃气经营活动的应当遵守省自治区直辖市的有关规定。瓶装燃气经营企业不得擅自为非自有气瓶充装燃气不得销售充装单位擅自为非自有气瓶充装的瓶装燃气不得向未取得燃气经营许可证的单位或个人提供用于经营的燃气。,国家级法规,《城镇燃气管理条例》第十六条第十七条,,,,高,,
政策咨询,法律法规,,用户拒绝燃气公司入户安检有什么法律后果？,用户应当配合燃气经营者的安全检查活动。无正当理由拒绝安检的燃气公司可发出书面催告。催告期满仍不配合的可能被依法采取限制供气措施以保障公共安全。该措施有明确的法律依据而非针对个人的惩罚。,国家级法规,《城镇燃气管理条例》第二十八条,,,,高,,
政策咨询,法律法规,,燃气经营者需要向用户公示哪些信息？,燃气经营者应当公示业务流程、服务承诺、收费标准和服务热线等信息并按照国家燃气服务标准提供服务。用户有权就燃气收费服务等事项向燃气经营者查询燃气经营者应在收到查询之日起5个工作日内答复。,国家级法规,《城镇燃气管理条例》第十八条第二十八条,,,,低,,
政策咨询,行业标准,,国家标准GB 50028是什么？对居民有什么影响？,GB 50028是《城镇燃气设计规范》是燃气工程设计和施工必须遵守的国家强制性标准。对居民的影响：燃气管道敷设位置表具安装位置厨房通风要求灶具安装间距都依据该规范执行。装修时违反规范会被要求整改。了解该规范有助于理解为什么燃气表不能随意移动为什么管道不能暗埋。,国家级法规,GB 50028-2020,,,,中,,
政策咨询,法律法规,,国家对燃气汽车加气有什么规定？,燃气汽车加气站的建设运营须取得燃气经营许可和气瓶充装许可。加气车辆须持有合格的车用气瓶使用登记证气瓶须定期检验。衡阳已建成3座CNG加气站和1座LNG加气站为出租车和公交车提供清洁能源加气服务。,国家级法规,《特种设备安全法》,,,,中,,
安全用气,用气常识,,燃气安全事故等级怎么划分？,燃气安全事故按照生产安全事故报告和调查处理条例分级：特别重大重大较大和一般事故。一般事故指造成3人以下死亡或10人以下重伤或1000万元以下直接经济损失的事故。事故等级决定由哪一级政府组织调查处理。,国家级法规,《生产安全事故报告和调查处理条例》,,,,中,,
政策咨询,法律法规,,违反燃气管理条例会被追究刑责吗？,会。根据《城镇燃气管理条例》构成犯罪的依法追究刑事责任。例如：造成燃气安全事故致人伤亡或重大财产损失的破坏燃气设施危害公共安全的大规模盗用燃气数额较大的等情况都可能触犯刑法。所以燃气安全不仅是个人安全也关系到法律责任。,国家级法规,《城镇燃气管理条例》第四十四条至第五十一条,,,,高,,
政策咨询,地方政策,,《湖南省燃气管理条例》对管道燃气计量争议怎么规定？,根据《湖南省燃气管理条例》第二十六条：管道燃气计量以燃气计量表的记录为准。用户对计量有异议的可申请检定。检定合格的由申请人承担检定费并按原记录计费；检定不合格（超差）的由供气企业承担检定费并自检定之日起向前追溯至上次检定日（最长12个月）按检定结果调整计费。这意味着如果表确实走得快您最多可以追回过去12个月的多收费用。,湖南省地方法规,《湖南省燃气管理条例》第二十六条,,,,中,,
政策咨询,地方政策,,湖南省对燃气燃烧器具安装维修有什么资格要求？,根据《湖南省燃气管理条例》从事燃气燃烧器具安装维修的企业应当具备：与经营规模相适应的固定场所和资金；与经营规模相适应的管理人员技术人员和安装维修作业人员；与经营规模相适应的安装维修设备和检测仪器；必要的安全管理制度。安装维修作业人员必须按国家规定取得职业资格证书后方可上岗。用户在选择安装维修服务时应查验企业资质和人员证书切勿找无资质人员操作。,湖南省地方法规,《湖南省燃气管理条例》第十九条至第二十条,,,,中,,
政策咨询,地方政策,,湖南省对新建住宅配套燃气设施有什么要求？,配套建设的管道燃气设施应当与主体工程同时设计同时施工同时竣工验收（三同时原则）。10层以上住宅和20米以上使用燃气的公共建筑必须配套建设管道燃气设施。,湖南省地方法规,《湖南省燃气管理条例》第七条,,,,中,,
政策咨询,地方政策,,湖南省对瓶装燃气的安全管理有什么规定？,湖南省规定：瓶装燃气应标明充装单位；不得用槽车直接向气瓶充装燃气；不得倒灌瓶装燃气；钢瓶每4年检验一次使用满15年报废；不得加热摔砸倒置曝晒气瓶；不得改换气瓶检验标记和漆色。,湖南省地方法规,《湖南省燃气管理条例》第十六条第十七条,,,,高,,
政策咨询,法律法规,,什么是燃气的三同时制度？,燃气的三同时制度是指新建扩建改建建设工程中配套建设的燃气设施应当与主体工程同时设计、同时施工、同时竣工验收。这是《湖南省燃气管理条例》规定的法定要求。,湖南省地方法规,《湖南省燃气管理条例》第七条,,,,中,,
政策咨询,地方政策,,湖南省燃气管理条例是什么时候施行的？,《湖南省燃气管理条例》于2004年3月1日起施行。条例共六章三十七条对燃气发展规划与工程建设、燃气经营与供应、燃气器具安装与维修、燃气使用等方面的管理作出了全面规定。,湖南省地方法规,《湖南省燃气管理条例》,,,,低,,
政策咨询,地方政策,,湖南省对燃气工程的设计有什么要求？,燃气工程设计应当符合工程建设强制性标准并符合安全防爆防火防雷抗震和环保要求。燃气工程竣工后还应将安全设施等经有关部门验收。,湖南省地方法规,《湖南省燃气管理条例》第八条第九条,,,,中,,
政策咨询,地方政策,,湖南省对燃气价格的制定和调整有什么规定？,湖南省规定管道燃气实行政府定价，瓶装燃气实行政府指导价。燃气价格的确定和调整按照价格法律法规规定的定价权限和程序进行。任何单位和个人不得擅自提价或者变相加价。,湖南省地方法规,《湖南省燃气管理条例》第十八条第二十五条,,,,低,,
政策咨询,地方政策,,湖南省对管道燃气供用气合同有什么要求？,湖南省规定燃气供应企业应当与用户签订供用气合同明确双方权利义务。管道燃气供用气合同还应明确燃气设施的维护责任。合同内容包括用气性质用气量供气质量价格结算方式设施维护责任安全责任等。,湖南省地方法规,《湖南省燃气管理条例》第二十三条,,,,低,,
安全用气,用气常识,,燃气器具-安装维修-常见问题1：我想要了解燃气器具中关于安装维修方面的详细信息，请问有什么需要注意的？,关于燃气器具安装维修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,燃气器具-安装维修-常见问题2：我想要了解燃气器具中关于安装维修方面的详细信息，请问有什么需要注意的？,关于燃气器具安装维修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,燃气器具-安装维修-常见问题3：我想要了解燃气器具中关于安装维修方面的详细信息，请问有什么需要注意的？,关于燃气器具安装维修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
上门服务,紧急抢修,,找私人换的燃气灶用了两年打不着火了怎么办？,如为私人安装可能存在安装不规范或使用非标配件的问题。建议：拨打品牌官方售后电话看是否还在保修期内（一般整机保修1-3年）；保修期已过或无发票的拨打客服热线0734-8677777预约维修由专业持证人员检修。今后安装燃气灶务必找有资质的专业人员。,衡阳市天然气有限责任公司,《湖南省燃气管理条例》第十九条第二十一条,,,,中,,
安全用气,用气常识,,燃气器具-报废年限-常见问题1：我想要了解燃气器具中关于报废年限方面的详细信息，请问有什么需要注意的？,关于燃气器具报废年限方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,燃气器具-报废年限-常见问题2：我想要了解燃气器具中关于报废年限方面的详细信息，请问有什么需要注意的？,关于燃气器具报废年限方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,燃气器具-报废年限-常见问题3：我想要了解燃气器具中关于报废年限方面的详细信息，请问有什么需要注意的？,关于燃气器具报废年限方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
上门服务,安全检查,,燃气灶超期使用被安检发现会怎样？,安检发现超期灶具（超过8年）会被出具隐患整改通知书要求限期更换。属于二级隐患一般给予30天整改期。逾期未整改的可能被限制供气。超期灶具存在重大安全风险为了您和家人的安全请主动更换。更换后保留新灶具的购买发票和CCC证书复印件安检复检时出示。,国家级法规,GB 17905-2008,,,,高,,
业务申请,新装申请,,网购的燃气灶商家说包安装靠谱吗？,网上购买燃气灶需特别注意：1.确认产品有CCC认证标志且适配天然气(12T)；2.确认安装人员具备燃气燃烧器具安装维修职业资格证书（可要求出示）；3.安装完成后务必用肥皂水检查所有接口是否有泄漏索要安装工单和保修卡；4.保留购买凭证和安装记录。警惕：大量网购灶具安装由无资质的快递员或非专业人员操作存在严重的安装质量隐患（接口不紧未做气密性检测等）。建议优先在本地正规卖场购买或选择品牌官方旗舰店并确认安装团队资质。,国家级法规,GB 16410-2020；《湖南省燃气管理条例》第二十一条,,,,高,,
系统操作,功能查询,,买灶具怎么看有没有熄火保护？,简单识别方法：1.看灶眼旁边是否有突出的金属小棒（热电偶探头）-通常在火盖旁边；2.查看产品铭牌或说明书是否有明确标注熄火保护功能；3.价格-无熄火保护的廉价灶具通常在50元以下请格外警惕。最可靠的是认准CCC认证标志并索要正规发票。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,双灶眼和三灶眼有什么区别？用气量差多少？,多灶眼方便同时烹饪多道菜但实际用气量取决于使用习惯。每个灶眼的额定热负荷标注在灶具铭牌上（一般为3.5-5.0kW/眼）。三灶眼灶具只有在同时使用所有灶眼时才比双灶眼多耗气。家庭日常使用双灶眼基本足够。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具-灶具选购-常见问题1：我想要了解燃气器具中关于灶具选购方面的详细信息，请问有什么需要注意的？,关于燃气器具灶具选购方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-灶具选购-常见问题2：我想要了解燃气器具中关于灶具选购方面的详细信息，请问有什么需要注意的？,关于燃气器具灶具选购方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-灶具选购-常见问题3：我想要了解燃气器具中关于灶具选购方面的详细信息，请问有什么需要注意的？,关于燃气器具灶具选购方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,能不能讲讲燃气器具的灶具选购怎么预约,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具的灶具选购怎么取消,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,能否说明燃气器具的灶具选购怎么操作,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,针对燃气器具的灶具选购安全吗,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,咨询一下燃气器具的灶具选购需要本人到场吗,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,请告知燃气器具的灶具选购怎样办理,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具的灶具选购该怎么办,感谢您的咨询。关于燃气器具的灶具选购问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,集成灶和传统灶具在燃气安全上有什么区别？,集成灶将灶具和吸油烟机合二为一在安全上有特殊要求：排烟系统采用下排式排烟管在下方需确保排烟管连接牢固；集成灶的燃气管接口一般在侧面或后方安装空间较紧凑须确保接口操作空间足够；集成灶也须有CCC认证和熄火保护。安装须由专业人员进行安装后用肥皂水检查所有燃气管接口。,国家级法规,GB 16410-2020,,,,中,,
